movie_title,director_name,genres,actor_1_name,actor_2_name,actor_3_name
jason goes to hell: the final friday ,Adam Marcus,Fantasy Horror Thriller,Kane Hodder,Leslie Jordan,Erin Gray
torn curtain ,Alfred Hitchcock,Thriller,Tamara Toumanova,Lila Kedrova,David Opatoshu
dave chappelle's block party ,Michel Gondry,Comedy Documentary Music,Common,Dave Chappelle,Lauryn Hill
slow west ,John Maclean,Western,Michael Fassbender,Kodi Smit-McPhee,Ben Mendelsohn
krush groove ,Michael Schultz,Comedy Drama Music,Blair Underwood,LisaGay Hamilton,Bobby Brown
next day air ,Benny Boom,Action Comedy Crime,Omari Hardwick,Donald Faison,Mike Epps
elmer gantry ,Richard Brooks,Drama,Shirley Jones,Jean Simmons,Edward Andrews
judgment at nuremberg ,Stanley Kramer,Drama War,Maximilian Schell,Montgomery Clift,Spencer Tracy
trippin' ,David Raynr,Comedy,Donald Faison,Deon Richmond,Countess Vaughn
red river ,Howard Hawks,Action Adventure Romance Western,Montgomery Clift,Walter Brennan,Harry Carey Jr.
phat girlz ,Nnegest Likké,Comedy,Mo'Nique,Jimmy Jean-Louis,Joyful Drake
before midnight ,Richard Linklater,Drama Romance,Seamus Davey-Fitzpatrick,Ariane Labed,Athina Rachel Tsangari
teen wolf too ,Christopher Leitch,Comedy Fantasy,John Astin,Robert Neary,Kim Darby
phantasm ii ,Don Coscarelli,Action Fantasy Horror Sci-Fi Thriller,Angus Scrimm,A. Michael Baldwin,James Le Gros
woman thou art loosed ,Michael Schultz,Drama,Loretta Devine,Kimberly Elise,Clifton Powell
real women have curves ,Patricia Cardoso,Comedy Drama,America Ferrera,Lupe Ontiveros,George Lopez
water ,Deepa Mehta,Drama Romance,John Abraham,Lisa Ray,Seema Biswas
east is east ,Damien O'Donnell,Comedy Drama,Archie Panjabi,Jimi Mistry,Om Puri
whipped ,Peter M. Cohen,Comedy Romance,Callie Thorne,Brian Van Holt,David Heyman
kama sutra: a tale of love ,Mira Nair,Crime Drama History Romance,Indira Varma,Sarita Choudhury,Rekha
please give ,Nicole Holofcener,Comedy Drama,Oliver Platt,Thomas Ian Nicholas,Ann Morgan Guilbert
willy wonka & the chocolate factory ,Mel Stuart,Family Fantasy Musical,Peter Ostrum,Jack Albertson,Julie Dawn Cole
warlock: the armageddon ,Anthony Hickox,Fantasy Horror,Julian Sands,Zach Galligan,Paula Marshall
8 heads in a duffel bag ,Tom Schulman,Comedy Crime,Kristy Swanson,George Hamilton,Dyan Cannon
days of heaven ,Terrence Malick,Drama Romance,Sam Shepard,Stuart Margolin,Richard Libertini
thirteen conversations about one thing ,Jill Sprecher,Drama,Matthew McConaughey,Rob McElhenney,Amy Irving
jawbreaker ,Darren Stein,Comedy Crime Thriller,Julie Benz,Judy Greer,Jeff Conaway
basquiat ,Julian Schnabel,Biography Drama,Gary Oldman,Michael Wincott,Courtney Love
frances ha ,Noah Baumbach,Comedy Drama Romance,Greta Gerwig,Grace Gummer,Vanessa Ray
tsotsi ,Gavin Hood,Crime Drama,Terry Pheto,Nambitha Mpumlwana,Rapulana Seiphemo
happiness ,Todd Solondz,Comedy Drama,Philip Seymour Hoffman,Jon Lovitz,Dylan Baker
dysfunktional family ,George Gallo,Comedy Documentary,Eddie Griffin,Joe Howard,Robert Noble
tusk ,Kevin Smith,Comedy Drama Horror,Johnny Depp,Haley Joel Osment,Michael Parks
oldboy ,Chan-wook Park,Drama Mystery Thriller,Min-sik Choi,Ji-tae Yu,Hye-jeong Kang
letters to god ,David Nixon,Drama Family,Robyn Lively,Michael Bolten,Christopher Schmidt
hobo with a shotgun ,Jason Eisener,Action Comedy Thriller,Gregory Smith,Robb Wells,Molly Dunsworth
compadres ,Enrique Begne,Action Comedy,Kevin Pollak,Héctor Jiménez,Erick Elias
freeway ,Matthew Bright,Comedy Crime Drama Thriller,Bokeem Woodbine,Dan Hedaya,Robert Peters
love's abiding joy ,Michael Landon Jr.,Drama Family Western,William Morgan Sheppard,Kevin Gage,Brianna Brown
fish tank ,Andrea Arnold,Drama,Michael Fassbender,Harry Treadaway,Jason Maza
damsels in distress ,Whit Stillman,Comedy Drama Romance,Greta Gerwig,Megalyn Echikunwoke,Zach Woods
bachelorette ,Leslye Headland,Comedy Romance,Kirsten Dunst,Adam Scott,Andrew Rannells
brave new girl ,Bobby Roth,Drama Family Music,Virginia Madsen,Aaron Ashmore,Lindsey Haun
tim and eric's billion dollar movie ,Tim Heidecker,Comedy,Michael Gross,William Atherton,Bob Ross
the gambler ,Rupert Wyatt,Crime Drama Thriller,George Kennedy,Cjon Saulsberry,Griffin Cleveland
summer storm ,Marco Kreuzpaintner,Comedy Drama Romance Sport,Alicja Bachleda,Kostja Ullmann,Robert Stadlober
fort mccoy ,Kate Connor,Drama History War,Johnny Pacar,Eric Stoltz,Brendan Fehr
chain letter ,Deon Taylor,Horror Thriller,Matt Cohen,Betsy Russell,Noah Segan
just looking ,Jason Alexander,Comedy Drama,Gretchen Mol,Patti LuPone,Peter Onorati
the divide ,Xavier Gens,Drama Sci-Fi Thriller,Michael Biehn,Lauren German,Rosanna Arquette
the eclipse ,Conor McPherson,Drama Horror Romance,Aidan Quinn,Iben Hjejle,Jim Norton
demonic ,Will Canon,Horror Thriller,Frank Grillo,Scott Mechlowicz,Aaron Yoo
my big fat independent movie ,Philip Zlotorynski,Comedy,Neil Hopkins,Darren Keefe Reiher,David Douglas
alice in wonderland ,Tim Burton,Adventure Family Fantasy,Johnny Depp,Alan Rickman,Anne Hathaway
the deported ,Lance Kawas,Comedy,Taylor Negron,Michael Rapaport,Talia Shire
tanner hall ,Francesca Gregorini,Drama,Tom Everett Scott,Amy Sedaris,Chris Kattan
open road ,Marcio Garcia,Action Drama Thriller,John Savage,Kristi Clainos,Emily Nelson
they came together ,David Wain,Comedy,Christopher Meloni,Amy Poehler,Jack McBrayer
30 nights of paranormal activity with the devil inside the girl with the dragon tattoo ,Craig Moss,Comedy,French Stewart,Ashley Martin,Olivia Alexander
never back down 2: the beatdown ,Michael Jai White,Action Drama Sport,Michael Jai White,Alex Meraz,Jillian Murray
point blank ,John Boorman,Crime Thriller,Lee Marvin,Angie Dickinson,Carroll O'Connor
four single fathers ,Paolo Monico,Comedy,Stephanie Szostak,Sarah Rafferty,Salvatore Santone
enter the dangerous mind ,Youssef Delara,Thriller,Noel Gugliemi,David Bianchi,Jason Priestley
something wicked ,Darin Scott,Drama Horror Mystery Thriller,Julian Morris,Shantel VanSanten,John Robinson
awol-72 ,Christian Sesma,Thriller,Bokeem Woodbine,Brooke Newton,Brett Wagner
iguana ,Monte Hellman,Adventure Crime Drama,Everett McGill,Jack Taylor,Fabio Testi
cinderella ,Kenneth Branagh,Drama Family Fantasy Romance,Hayley Atwell,Derek Jacobi,Lily James
chicago overcoat ,Brian Caunter,Action Adventure Crime Drama,Mike Starr,Stacy Keach,Frank Vincent
barry munday ,Chris D'Arienzo,Comedy Drama Romance,Judy Greer,Cybill Shepherd,Shea Whigham
central station ,Walter Salles,Drama,Fernanda Montenegro,Matheus Nachtergaele,Othon Bastos
pocketful of miracles ,Frank Capra,Comedy Drama,Ann-Margret,Glenn Ford,Thomas Mitchell
close range ,Isaac Florentine,Action Crime,Anthony L. Fernandez,Nick Chinlund,Scott Evans
boynton beach club ,Susan Seidelman,Comedy Romance,Dyan Cannon,Michael Nouri,Brenda Vaccaro
amnesiac ,Michael Polish,Drama Horror Mystery Thriller,Olivia Rose Keegan,Patrick Bauchau,Mia Barron
freakonomics ,Heidi Ewing,Documentary,Greg Crowe,James Ransone,Tempestt Bledsoe
the omen ,Richard Donner,Fantasy Horror Mystery,Lee Remick,Patrick Troughton,Billie Whitelaw
high tension ,Alexandre Aja,Horror,Cécile De France,Maïwenn,Oana Pellea
griff the invisible ,Leon Ford,Comedy Drama Romance Sci-Fi,Maeve Dermody,Patrick Brammall,Kelly Paterniti
unnatural ,Hank Braxtan,Action Horror Thriller,Q'orianka Kilcher,Gregory Cruz,Allegra Carpenter
hustle & flow ,Craig Brewer,Crime Drama Music,Isaac Hayes,Paula Jai Parker,Elise Neal
some like it hot ,Billy Wilder,Comedy Music Romance,Nehemiah Persoff,Joe E. Brown,George Raft
friday the 13th part vii: the new blood ,John Carl Buechler,Horror,Kane Hodder,Terry Kiser,William Butler
the wizard of oz ,Victor Fleming,Adventure Family Fantasy Musical,Margaret Hamilton,Terry,Billie Burke
young frankenstein ,Mel Brooks,Comedy,Madeline Kahn,Peter Boyle,Teri Garr
diary of the dead ,George A. Romero,Horror,Megan Park,Shawn Roberts,Joe Dinicol
lage raho munna bhai ,Rajkumar Hirani,Comedy Drama Romance,Vidya Balan,Sanjay Dutt,Jimmy Shergill
ulee's gold ,Victor Nunez,Drama,Peter Fonda,Patricia Richardson,Vanessa Zima
the black stallion ,Carroll Ballard,Adventure Family Sport,Teri Garr,Kelly Reno,Hoyt Axton
sardaar ji ,Rohit Jugraj,Romance,Bhavkhandan Singh Rakhra,Neeru Bajwa,Diljit Dosanjh
journey to saturn ,Thorbjørn Christoffersen,Action Adventure Animation Comedy Sci-Fi,Iben Hjejle,Frank Hvam,Casper Christensen
donovan's reef ,John Ford,Adventure Comedy Romance,Lee Marvin,Cesar Romero,Jack Warden
the dress ,Alex van Warmerdam,Comedy Drama,Rijk de Gooyer,Ariane Schluter,Henri Garcin
a guy named joe ,Victor Fleming,Drama Fantasy Romance War,Spencer Tracy,Esther Williams,Irene Dunne
blazing saddles ,Mel Brooks,Comedy Western,Madeline Kahn,David Huddleston,Harvey Korman
friday the 13th: the final chapter ,Joseph Zito,Horror Thriller,Judie Aronson,Tom Everett,Kimberly Beck
ida ,Pawel Pawlikowski,Drama,Joanna Kulig,Agata Trzebuchowska,Agata Kulesza
maurice ,James Ivory,Drama Romance,Rupert Graves,Denholm Elliott,Simon Callow
beer league ,Frank Sebastiano,Comedy Sport,Joe Lo Truglio,Laurie Metcalf,Seymour Cassel
the astronaut's wife ,Rand Ravich,Drama Sci-Fi Thriller,Johnny Depp,Charlize Theron,Clea DuVall
riding giants ,Stacy Peralta,Documentary History Sport,Gerry Lopez,Gabrielle Reece,Laird John Hamilton
timecrimes ,Nacho Vigalondo,Horror Mystery Sci-Fi Thriller,Karra Elejalde,Nacho Vigalondo,Bárbara Goenaga
silver medallist ,Hao Ning,Action Adventure Comedy,Jack Kao,Bo Huang,Zheng Xu
timber falls ,Tony Giglio,Horror Thriller,Brianna Brown,Nick Searcy,Beth Broderick
singin' in the rain ,Stanley Donen,Comedy Musical Romance,Rita Moreno,Debbie Reynolds,Cyd Charisse
"fat, sick & nearly dead ",Joe Cross,Documentary,Joe Cross,Joel Fuhrman,Amy Badberg
a haunted house ,Michael Tiddes,Comedy Fantasy,Essence Atkins,Alanna Ubach,J.B. Smoove
2016: obama's america ,Dinesh D'Souza,Documentary,Barack Obama,Zackary Steven Graham,Dinesh D'Souza
halloween ii ,Rob Zombie,Horror,Scout Taylor-Compton,Tyler Mane,Margot Kidder
that thing you do! ,Tom Hanks,Comedy Drama Music,Tom Hanks,Charlize Theron,Ethan Embry
halloween iii: season of the witch ,Tommy Lee Wallace,Horror Mystery Sci-Fi,Tom Atkins,Dan O'Herlihy,Nancy Kyes
escape from the planet of the apes ,Don Taylor,Action Sci-Fi,Roddy McDowall,M. Emmet Walsh,Sal Mineo
hud ,Martin Ritt,Drama,Patricia Neal,Melvyn Douglas,Whit Bissell
kevin hart: let me explain ,Leslie Small,Comedy Documentary,David Jason Perez,La'Princess Jackson,Dana Hanna
my own private idaho ,Gus Van Sant,Drama,Keanu Reeves,Udo Kier,Flea
garden state ,Zach Braff,Comedy Drama Romance,Armando Riesco,Michael Weston,Jill Flint
before sunrise ,Richard Linklater,Drama Romance,Hanno Pöschl,Hans Weingartner,Dominik Castell
sur le seuil ,Éric Tessier,Action Drama Horror Thriller,Patrick Huard,Michel Côté,Jean Pierre Bergeron
jesus' son ,Alison Maclean,Drama,Billy Crudup,Samantha Morton,Mark Webber
saving face ,Alice Wu,Comedy Drama Romance,Joan Chen,Ato Essandoh,Jessica Hecht
brick lane ,Sarah Gavron,Drama,Satish Kaushik,Christopher Simpson,Tannishtha Chatterjee
robot & frank ,Jake Schreier,Comedy Crime Drama Sci-Fi,Frank Langella,Joshua Ormond,Ana Gasteyer
my life without me ,Isabel Coixet,Drama Romance,Sarah Polley,Julian Richings,Amanda Plummer
the spectacular now ,James Ponsoldt,Comedy Drama Romance,Shailene Woodley,Jennifer Jason Leigh,Dayo Okeniyi
marilyn hotchkiss' ballroom dancing and charm school ,Randall Miller,Comedy Family Musical Romance Short,William Hurt,Elden Henson,Michael Bower
religulous ,Larry Charles,Comedy Documentary War,Bill Maher,Tal Bachman,Steve Burg
fuel ,Joshua Tickell,Documentary,Larry David,Sheryl Crow,George W. Bush
valley of the heart's delight ,Tim Boxell,Drama,Bruce McGill,Diana Scarwid,Tom Bower
dodgeball: a true underdog story ,Rawson Marshall Thurber,Comedy Sport,Gary Cole,Stephen Root,Joel David Moore
eye of the dolphin ,Michael D. Sellers,Comedy Drama Family,Katharine Ross,Carly Schroeder,George Harris
8: the mormon proposition ,Reed Cowan,Documentary,Dustin Lance Black,Emily Pearson,Gavin Newsom
the other end of the line ,James Dodson,Comedy Drama Romance,Larry Miller,Anupam Kher,Shriya Saran
anatomy ,Stefan Ruzowitzky,Horror Thriller,Benno Fürmann,Rüdiger Vogler,Sebastian Blomberg
sleep dealer ,Alex Rivera,Drama Romance Sci-Fi Thriller,Leonor Varela,Jacob Vargas,Tenoch Huerta
super ,James Gunn,Comedy Crime Drama,Linda Cardellini,Rainn Wilson,Paul T. Taylor
christmas mail ,John Murlowski,Comedy Drama Family Romance,Ashley Scott,Piper Mackenzie Harris,Lochlyn Munro
stung ,Benni Diez,Comedy Horror,Clifton Collins Jr.,Cecilia Pillado,David Masterson
antibirth ,Danny Perez,Horror,Natasha Lyonne,Emmanuel Kabongo,Mark Webber
get on the bus ,Spike Lee,Drama History,Bernie Mac,Harry Lennix,Andre Braugher
thr3e ,Robby Henson,Drama Horror Mystery Thriller,Marc Blucas,Max Ryan,Justine Waddell
idiocracy ,Mike Judge,Adventure Comedy Sci-Fi,Anthony 'Citric' Campos,Patrick Fischler,David Herman
the rise of the krays ,Zackary Adler,Crime Drama,Simon Merrells,Kevin Leslie,Kris Sommerville
this is england ,Shane Meadows,Crime Drama,Stephen Graham,Joseph Gilgun,Jack O'Connell
alien uprising ,Dominic Burns,Comedy Sci-Fi,Julian Glover,Sean Pertwee,Bianca Brigitte VanDamme
bathing beauty ,George Sidney,Comedy Musical,Esther Williams,Basil Rathbone,Red Skelton
go for it! ,Carmen Marron,Drama Musical,Jossara Jinaro,Aimee Garcia,Rene Rosado
"dancer, texas pop. 81 ",Tim McCanlies,Comedy Drama Family,Ethan Embry,Michael O'Neill,Alexandra Holden
show boat ,George Sidney,Drama Family Musical Romance,Agnes Moorehead,Ava Gardner,Howard Keel
redemption road ,Mario Van Peebles,Drama,Tom Skerritt,Cinda McCain,Luke Perry
the calling ,Jason Stone,Thriller,Topher Grace,Ellen Burstyn,Christopher Heyerdahl
the brave little toaster ,Jerry Rees,Adventure Animation Comedy Family Fantasy Musical,Jon Lovitz,Phil Hartman,Mindy Sterling
the french connection ,William Friedkin,Action Crime Drama Thriller,Roy Scheider,Fernando Rey,Tony Lo Bianco
8 days ,Jaco Booyens,Drama Thriller,Nicole Smolen,Sebastian Aguilar,Ivette Alvarez
friday the 13th part iii ,Steve Miner,Horror Thriller,Richard Brooker,Dana Kimmell,Catherine Parks
friday the 13th: a new beginning ,Danny Steinmann,Horror Mystery Thriller,Tiffany Helm,Melanie Kinnaman,Dominick Brascia
the last sin eater ,Michael Landon Jr.,Drama,Henry Thomas,Louise Fletcher,A.J. Buckley
do you believe? ,Jon Gunn,Drama,Alexa PenaVega,Delroy Lindo,Madison Pettis
impact point ,Hayley Cloake,Thriller,Brian Austin Green,Kayla Ewell,Linden Ashby
the valley of decision ,Tay Garnett,Drama,Jessica Tandy,Greer Garson,Lionel Barrymore
eden ,Shyam Madiraju,Drama Thriller,Jessica Lowndes,Ethan Peck,Brad Schmidt
chicken tikka masala ,Harmage Singh Kalirai,Comedy Drama Romance,Saeed Jaffrey,Zohra Segal,Shobu Kapoor
always woodstock ,Rita Merson,Comedy Music Romance,Ryan Guzman,James Wolk,Jason Ritter
jack brooks: monster slayer ,Jon Knautz,Action Comedy Horror,Rachel Skarsten,Daniel Kash,Stefanie Drummond
the best years of our lives ,William Wyler,Drama Romance War,Myrna Loy,Teresa Wright,Dana Andrews
bully ,Larry Clark,Biography Crime Drama,Kelli Garner,Nick Stahl,Brad Renfro
elling ,Petter Næss,Comedy Drama,Jørgen Langhelle,Per Christian Ellefsen,Sven Nordin
mi america ,Robert Fontaine,Crime Drama,Michael Derek,Arturo Castro,Brad Lee Wind
[rec] ,Jaume Balagueró,Horror,Manuela Velasco,Pablo Rosso,Carlos Lasarte
lies in plain sight ,Patricia Cardoso,Drama,Rosie Perez,Martha Higareda,Cheyenne Haynes
sharkskin ,Dan Perri,Comedy Drama Mystery Romance Thriller,Travis Myers,David Proval,Carmen Argenziano
containment ,Neil Mcenery-West,Horror Sci-Fi Thriller,Walter Hendrix III,Michael Chapman,Louise Brealey
the timber ,Anthony O'Brien,Adventure Drama Western,James Ransone,Maria Doyle Kennedy,Shaun O'Hagan
from russia with love ,Terence Young,Action Adventure Thriller,Robert Shaw,Daniela Bianchi,Lois Maxwell
the toxic avenger part ii ,Michael Herz,Action Comedy Horror Sci-Fi,Phoebe Legere,Jessica Dublin,Lisa Gaye
sleeper ,Woody Allen,Comedy Sci-Fi,Woody Allen,John Beck,Mews Small
it follows ,David Robert Mitchell,Horror Mystery,Maika Monroe,Ruby Harris,Jake Weary
everything you always wanted to know about sex * but were afraid to ask ,Woody Allen,Comedy,Woody Allen,John Carradine,Lynn Redgrave
to kill a mockingbird ,Robert Mulligan,Crime Drama,Robert Duvall,Brock Peters,William Windom
mad max 2: the road warrior ,George Miller,Action Adventure Sci-Fi Thriller,Vernon Wells,Bruce Spence,Kjell Nilsson
the legend of drunken master ,Chia-Liang Liu,Action Comedy,Andy Lau,Anita Mui,Ho-Sung Pak
lolita ,Stanley Kubrick,Crime Drama Romance,James Mason,Shelley Winters,Lois Maxwell
boys don't cry ,Kimberly Peirce,Biography Crime Drama Romance,Alicia Goranson,Brendan Sexton III,Jeannetta Arnette
silent house ,Chris Kentis,Drama Horror Mystery Thriller,Eric Sheffer Stevens,Julia Taylor Ross,Adam Trese
the lives of others ,Florian Henckel von Donnersmarck,Drama Thriller,Sebastian Koch,Ulrich Mühe,Martina Gedeck
courageous ,Alex Kendrick,Drama,Ben Davies,Alex Kendrick,T.C. Stallings
the hustler ,Robert Rossen,Drama Sport,George C. Scott,Jackie Gleason,Murray Hamilton
boom town ,Jack Conway,Adventure Drama Romance Western,Hedy Lamarr,Spencer Tracy,Claudette Colbert
the triplets of belleville ,Sylvain Chomet,Animation Comedy Drama,Michel Robin,Charles Linton,Béatrice Bonifassi
smoke signals ,Chris Eyre,Comedy Drama,Michael Greyeyes,Irene Bedard,Gary Farmer
american splendor ,Shari Springer Berman,Biography Comedy Drama,Josh Hutcherson,James Urbaniak,Daniel Tay
before sunset ,Richard Linklater,Drama Romance,Vernon Dobtcheff,Albert Delpy,Marie Pillet
amores perros ,Alejandro G. Iñárritu,Drama Thriller,Adriana Barraza,Jorge Salinas,Goya Toledo
thirteen ,Catherine Hardwicke,Drama,Holly Hunter,Sarah Clarke,Kip Pardue
gentleman's agreement ,Elia Kazan,Drama Romance,Dean Stockwell,Celeste Holm,John Garfield
winter's bone ,Debra Granik,Drama,Jennifer Lawrence,Shelley Waggener,Lauren Sweetser
touching the void ,Kevin Macdonald,Adventure Documentary Drama Sport,Nicholas Aaron,Brendan Mackey,Joe Simpson
alexander's ragtime band ,Henry King,Drama Musical Romance,Tyrone Power,Don Ameche,John Carradine
me and you and everyone we know ,Miranda July,Comedy Drama,Najarra Townsend,Brad William Henke,Miranda July
inside job ,Charles Ferguson,Crime Documentary,Matt Damon,George W. Bush,Barney Frank
we are your friends ,Max Joseph,Drama Music Romance,Vanessa Lengies,Emily Ratajkowski,Jonny Weston
ghost dog: the way of the samurai ,Jim Jarmusch,Action Crime Drama Thriller,Henry Silva,Gano Grills,Richard Portnow
harsh times ,David Ayer,Action Crime Drama Thriller,J.K. Simmons,Christian Bale,Noel Gugliemi
captive ,Jerry Jameson,Crime Drama Thriller,David Oyelowo,Leonor Varela,Sydelle Noel
full frontal ,Steven Soderbergh,Comedy Romance,Julia Roberts,Enrico Colantoni,Blair Underwood
witchboard ,Kevin Tenney,Horror Mystery Thriller,Kathleen Wilhoite,Tawny Kitaen,Rose Marie
hamlet ,Kenneth Branagh,Drama,Julie Christie,Brian Blessed,Richard Briers
shortbus ,John Cameron Mitchell,Comedy Drama Romance,Sook-Yin Lee,Peter Stickles,Raphael Barker
waltz with bashir ,Ari Folman,Animation Biography Documentary Drama History War,Ari Folman,Ronny Dayag,Zahava Solomon
"the book of mormon movie, volume 1: the journey ",Gary Rogers,Adventure,Noah Danby,Kirby Heyborne,Bruce Newbold
no end in sight ,Charles Ferguson,Documentary War,Campbell Scott,Dick Cheney,Donald Rumsfeld
the diary of a teenage girl ,Marielle Heller,Drama Romance,Alexander Skarsgård,David Fine,Austin Lyon
in the shadow of the moon ,David Sington,Documentary History,John F. Kennedy,Buzz Aldrin,Neil Armstrong
meek's cutoff ,Kelly Reichardt,Drama Western,Bruce Greenwood,Zoe Kazan,Shirley Henderson
inside deep throat ,Fenton Bailey,Biography Documentary History,Hugh M. Hefner,Bill Maher,Linda Lovelace
dinner rush ,Bob Giraldi,Crime Drama Romance,Danny Aiello,Manny Perez,Ajay Naidu
clockwatchers ,Jill Sprecher,Comedy Drama,Alanna Ubach,Bob Balaban,Jamie Kennedy
the virginity hit ,Huck Botko,Comedy,Matt Bennett,Krysta Rodriguez,Zack Pearlman
subway ,Luc Besson,Comedy Drama Thriller,Christopher Lambert,Isabelle Adjani,Jean-Hugues Anglade
house of d ,David Duchovny,Comedy Drama,Robin Williams,Mark Margolis,Frank Langella
teeth ,Mitchell Lichtenstein,Comedy Fantasy Horror Thriller,Jess Weixler,Nathan Parsons,John Hensley
six-string samurai ,Lance Mungia,Action Adventure Comedy Drama Music Sci-Fi,Jeffrey Falcon,Stephane Gauger,Kim De Angelo
hum to mohabbat karega ,Kundan Shah,Action Comedy Romance Thriller,Karisma Kapoor,Bobby Deol,Shakti Kapoor
it's all gone pete tong ,Michael Dowse,Biography Comedy Drama Music,Paul Kaye,Neil Maskell,Kate Magowan
saint john of las vegas ,Hue Rhodes,Comedy Drama,Peter Dinklage,Steve Buscemi,Romany Malco
24 7: twenty four seven ,Shane Meadows,Comedy Drama Romance Sport,Bob Hoskins,Annette Badland,Karl Collins
stonewall ,Roland Emmerich,Drama,Jeremy Irvine,Caleb Landry Jones,Matt Craven
roadside romeo ,Jugal Hansraj,Animation Comedy Family Romance,Saif Ali Khan,Sanjay Mishra,Javed Jaffrey
this thing of ours ,Danny Provenzano,Crime Drama,Vincent Pastore,Frank Vincent,Chuck Zito
the lost medallion: the adventures of billy stone ,Bill Muir,Adventure Family Fantasy,Alex Kendrick,Jansen Panettiere,Tiya Sircar
the last five years ,Richard LaGravenese,Comedy Drama Musical Romance,Anna Kendrick,Jeremy Jordan,Charly Bivona
the missing person ,Noah Buschel,Drama,Merritt Wever,Amy Ryan,Paul Adelstein
return of the living dead iii ,Brian Yuzna,Horror Romance Sci-Fi,Melinda Clarke,Kent McCord,Sarah Douglas
london ,Hunter Richards,Drama Romance,Jason Statham,Chris Evans,Dane Cook
sherrybaby ,Laurie Collyer,Drama,Brad William Henke,Kate Burton,Michelle Hurst
stealing harvard ,Bruce McCulloch,Comedy Crime,Martin Starr,Megan Mullally,Chris Penn
circle ,Aaron Hann,Drama Horror Mystery Sci-Fi Thriller,Jordi Vilasuso,Michael McLafferty,Kaiwi Lyman-Mersereau
eden lake ,James Watkins,Horror Thriller,Michael Fassbender,Jack O'Connell,Lorraine Stanley
plush ,Catherine Hardwicke,Thriller,Frances Fisher,James Kyson,Marlene Forte
vampire killers ,Phil Claydon,Action Comedy Fantasy Horror,MyAnna Buring,James Corden,Silvia Colloca
gangster's paradise: jerusalema ,Ralph Ziman,Action Crime Drama,Rapulana Seiphemo,Kenneth Nkosi,Robert Hobbs
freeze frame ,John Simpson,Crime Drama Thriller,Colin Salmon,Lee Evans,Ian McNeice
grave encounters ,Colin Minihan,Horror,Mackenzie Gray,Sean Rogerson,Ashleigh Gryzko
stitches ,Conor McMahon,Comedy Horror,Peter McQuinn,Tommy Knight,Jemma Curran
nine dead ,Chris Shadley,Crime Drama Horror Mystery Thriller,Daniel Baldwin,William Lee Scott,Marc Macaulay
"to be frank, sinatra at 100 ",Simon Napier-Bell,Documentary,Alice Cooper,Tim Rice,Louis Walsh
bananas ,Woody Allen,Comedy,Woody Allen,Charlotte Rae,Louise Lasser
supercapitalist ,Simon Yin,Thriller,Paul Sheehan,Linus Roache,Kathy Uyen
rockaway ,Jeff Crook,Action Crime Drama Thriller,Nicholas Gonzalez,Mario Cimarro,Ricardo Chavira
the lady from shanghai ,Orson Welles,Crime Drama Film-Noir Mystery Thriller,Rita Hayworth,Everett Sloane,Ted de Corsia
no man's land: the rise of reeker ,Dave Payne,Horror Thriller,Mircea Monroe,Lew Temple,Robert Pine
highway ,James Cox,Crime Drama,Jake Gyllenhaal,M.C. Gainey,Mark Rolston
small apartments ,Jonas Åkerlund,Comedy Crime Drama,Noel Gugliemi,Saffron Burrows,Matt Lucas
coffee town ,Brad Copeland,Comedy,Sunil Narkar,Ben Schwartz,Glenn Howerton
the ghastly love of johnny x ,Paul Bunnell,Comedy Fantasy Musical Sci-Fi,Kate Maberly,Kevin McCarthy,Paul Williams
all is bright ,Phil Morrison,Comedy Drama,Sally Hawkins,Curtiss Cook,Peter Hermann
the torture chamber of dr. sadism ,Harald Reinl,Horror Mystery,Christopher Lee,Lex Barker,Karin Dor
straight a's ,James Cox,Comedy Drama,Jon Mack,Powers Boothe,Josh Meyers
a funny thing happened on the way to the forum ,Richard Lester,Comedy Musical,Buster Keaton,Zero Mostel,Phil Silvers
slacker uprising ,Michael Moore,Documentary,Michael Moore,Eddie Vedder,Steve Earle
the legend of hell's gate: an american conspiracy ,Tanner Beard,Action Adventure History Western,William McNamara,Kevin Alejandro,Glenn Morshower
the walking deceased ,Scott Dow,Comedy Horror,Trenton Rostedt,Wray Crawford,Dave Sheridan
the curse of downers grove ,Derick Martini,Drama Horror Mystery Thriller,Kevin Zegers,Bella Heathcote,Tom Arnold
shark lake ,Jerry Dugan,Thriller,Melissa Bolona,Michael Aaron Milligan,James Chalke
river's edge ,Tim Hunter,Crime Drama,Keanu Reeves,Daniel Roebuck,Ione Skye
northfork ,Michael Polish,Drama Fantasy,Peter Coyote,Anthony Edwards,Jon Gries
the marine 4: moving target ,William Kaufman,Action Thriller,Paul McGillion,Mike 'The Miz' Mizanin,David Lewis
buried ,Rodrigo Cortés,Drama Mystery Thriller,Ryan Reynolds,Samantha Mathis,Erik Palladino
submarine ,Richard Ayoade,Comedy Drama Romance,Craig Roberts,Paddy Considine,Sally Hawkins
the square ,Jehane Noujaim,Documentary Drama History News,Khalid Abdalla,Ahmed Hassan,Aida Elkashef
one to another ,Pascal Arnold,Drama,Karl E. Landler,Lizzie Brocheré,Pierre Perrier
carrie ,Kimberly Peirce,Drama Fantasy Horror,Chloë Grace Moretz,Judy Greer,Portia Doubleday
abcd (any body can dance) ,Remo,Drama Musical,Lauren Gottlieb,Remo,Prabhudheva
